phis,ndkls,ers,eeds,arps,awrfs,trials,test_num
0.5,0.12088409277435855,0.8966550784098385,0.1119732397065548,0.6983455073202478,0.7215429824456043,4,56
0.5,0.11646598718093018,0.8979581338165883,0.11195868956134972,0.6904745365729505,0.7246619408105774,5,57
0.5,0.12329772895147466,0.8954571875860865,0.111986687125593,0.6994355554622296,0.7208729400485994,6,58
0.5,0.11725321669038835,0.8985614431920732,0.1119519802940132,0.692836156377473,0.7236881628043923,7,59
0.5,0.11469323896435683,0.9018549938299179,0.11191565760899859,0.6878096816160963,0.7253430860934389,8,60
0.5,0.12390524956454844,0.89514517909627,0.11199020098911101,0.700411712868912,0.7205828279466425,9,61
0.6,0.07612224310744813,0.9170275636429934,0.11175484822230534,0.5997162845730901,0.7594748669952252,0,62
0.6,0.08248888951599627,0.9120511433364824,0.11180642609523887,0.6015750908999522,0.7584382175681493,1,63
0.6,0.07537735873128515,0.9160463869766581,0.11176492874021252,0.5923544079796144,0.7622300386638058,2,64
0.6,0.0898339577776094,0.9083349275155403,0.11184568016319445,0.6133273141523536,0.7533000876411592,3,65
0.6,0.0716101754867199,0.9194923849788413,0.11172971601153679,0.5912480677294427,0.7629392284377395,4,66
0.6,0.07965990968391494,0.9145474387296427,0.1117804128472426,0.6054163832447372,0.7569430287313241,5,67
0.6,0.0794557124309117,0.9138134782138106,0.11178803181301201,0.5991140755446231,0.7591972652075282,6,68
0.6,0.08194705660762071,0.9140604838870304,0.11178546500780011,0.6095974653039276,0.7549336639708172,7,69
0.6,0.07600565126299548,0.9169946127293284,0.11175518605215301,0.5913939094794383,0.7624515442397055,8,70
0.6,0.08520485044577815,0.9105823261378576,0.1118218652552532,0.6063044913902456,0.7562520708479812,9,71
0.7,0.049600232806862495,0.9305091628575366,0.11162068147549367,0.4974426096370319,0.7987708789483543,0,72
0.7,0.05002054080853177,0.929769989737781,0.11162783059501911,0.4944214161541969,0.8000267602267849,1,73
0.7,0.046502853160735824,0.9332106252523952,0.11159475467614904,0.4954663187274755,0.8000549750940559,2,74
0.7,0.04336595440322301,0.9347836771335959,0.11157980241580408,0.47754243268454294,0.8068720521652164,3,75
0.7,0.0454121845379573,0.9352751278252739,0.11157515280461262,0.4902697180758493,0.8018994696103208,4,76
0.7,0.048534244979062245,0.9315914341276824,0.11161025671339905,0.498320329852213,0.7986068728734013,5,77
0.7,0.04815500788477041,0.9328563358678265,0.1115981369613317,0.49467153081932075,0.7997438370528439,6,78
0.7,0.049986155577717205,0.9295774665476508,0.11162969653221066,0.4869457686203351,0.8026926445018132,7,79
0.7,0.04383179928833153,0.9351729779317004,0.11157611839294573,0.4844910339411676,0.8041621961418658,8,80
0.7,0.046754021177749384,0.9331593719814659,0.11159524364011986,0.4923004472166585,0.8008306591958944,9,81
0.8,0.019734820464227008,0.9556244691585049,0.11139152911312808,0.340503418270836,0.8607680377051004,0,82
0.8,0.0202274973271855,0.9561976685811585,0.11138660343483041,0.3553058767157349,0.8553408861226424,1,83
0.8,0.02523913267371432,0.9542125787441254,0.11140371852019182,0.38512736569497075,0.8431043076880885,2,84
0.8,0.023941356601484744,0.9517208608552835,0.11142542777131807,0.37250654375434755,0.8480620577198339,3,85
0.8,0.022580943210066064,0.9526132080310039,0.11141762411145123,0.3550283461290558,0.8549723210042927,4,86
0.8,0.022318795220846135,0.9531288757944928,0.11141312933140529,0.35648417948159916,0.8541700210812841,5,87
0.8,0.024191533806940533,0.9503504865997552,0.11143747512319417,0.36349110374737487,0.8513169886180456,6,88
0.8,0.022183602194424303,0.9532371310353678,0.11141218710578793,0.36074057831405054,0.8527012171508056,7,89
0.8,0.0243574720553052,0.9503633281784346,0.11143736187255987,0.3746500170220015,0.8477198828063097,8,90
0.8,0.027060459053035727,0.9475140049863118,0.11146265622945592,0.37633198894347714,0.8460687282941849,9,91
0.9,0.005663445401573104,0.9773534033919495,0.11121388741418055,0.1956474948427862,0.9203136515670871,0,92
0.9,0.00542680129346239,0.9774561329379683,0.11121309098332385,0.17624867671544053,0.9273341721722074,1,93
0.9,0.006541331498273391,0.9761529384872301,0.11122322394991495,0.21150555183535302,0.9127315153285441,2,94
0.9,0.005485700495242577,0.9776758690112695,0.11121138877963739,0.1977460963586813,0.9195322696941952,3,95
0.9,0.005463949410466344,0.9794154887121398,0.11119797715402903,0.1872486734809778,0.9238405120013257,4,96
0.9,0.007449421044523563,0.9740186548057773,0.11123995874788328,0.20579977146211004,0.9142586421496169,5,97
0.9,0.006685116656586406,0.9760552092695758,0.11122398644396611,0.20159024666782321,0.9170696367484277,6,98
0.9,0.00754962158570189,0.9730889146725383,0.11124730326313875,0.216955929453734,0.9102253662089131,7,99
0.9,0.005238567843177403,0.9772764702427348,0.11121448411553393,0.17937588869642407,0.92649579885302,8,100
0.9,0.006716744535405931,0.9763996418645989,0.11122130075979925,0.20164097125676794,0.9161775481978316,9,101
1,0.0005777007826842864,0.9972926896569233,0.11102912717795789,0.019450894687453257,0.9911619589254341,0,102
1,0.0006226629579687385,0.9987468716641867,0.11103913173237459,0.007940468910490439,0.9957220318279119,1,103
1,0.001587932059018225,0.9941256165246992,0.11100749869453817,0.007262344134196741,0.9957359602560142,2,104
1,0.0005860529964681992,0.998022776939592,0.11106154791009246,0.01307821603263587,0.9937892722989462,3,105
1,0.0011369979813103553,0.9990748253347922,0.11105421022132954,0.020480463511847125,0.9917495433432673,4,106
1,0.002405442455371614,0.9896179240377944,0.11097709802843163,0.03460074126696372,0.9845904207858533,5,107
1,0.0013763569174630506,0.9989037376948744,0.11105540081173737,0.002203986812359837,0.9981054939151986,6,108
1,0.0021821683859994567,0.9958262451873037,0.11107699567778165,0.0029845533529663792,0.9982242909123017,7,109
1,0.0006540752256900548,0.9977448738703762,0.11106349279347638,0.01241409014762307,0.9934575810690083,8,110
1,0.0006088350493258278,0.9999408571898705,0.11104819954452143,0.006005199201912559,0.99776982107022,9,111
